Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       3/6           std::_Vector_base<long long, std::allocator<long long> >::_Vector_impl::_Vector_impl(std::allocator<long long> const&) [38]
[19]     0.0    0.00    0.00       6         std::_Vector_base<long long, std::allocator<long long> >::_Vector_impl_data::_Vector_impl_data() [19]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<Node>::~allocator() [14]
[20]     0.0    0.00    0.00       6         std::__new_allocator<Node>::~__new_allocator() [20]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<long long>::allocator(std::allocator<long long> const&) [15]
[21]     0.0    0.00    0.00       6         std::__new_allocator<long long>::__new_allocator(std::__new_allocator<long long> const&) [21]
-----------------------------------------------
                0.00    0.00       1/5           std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl::_Vector_impl() [95]
                0.00    0.00       2/5           std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl::_Vector_impl(std::allocator<Node> const&) [51]
                0.00    0.00       2/5           std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl_data&) [52]
[22]     0.0    0.00    0.00       5         std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl_data::_Vector_impl_data() [22]
-----------------------------------------------
                0.00    0.00       2/4           std::__new_allocator<long long>::max_size() const [49]
                0.00    0.00       2/4           std::__new_allocator<long long>::allocate(unsigned long, void const*) [59]
[23]     0.0    0.00    0.00       4         std::__new_allocator<long long>::_M_max_size() const [23]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<Node, std::allocator<Node> >::_S_check_init_len(unsigned long, std::allocator<Node> const&) [121]
                0.00    0.00       1/4           std::_Vector_base<Node, std::allocator<Node> >::get_allocator() const [84]
                0.00    0.00       2/4           std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl::_Vector_impl(std::allocator<Node> const&) [51]
[24]     0.0    0.00    0.00       4         std::allocator<Node>::allocator(std::allocator<Node> const&) [24]
                0.00    0.00       4/4           std::__new_allocator<Node>::__new_allocator(std::__new_allocator<Node> const&) [29]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<long long*>(long long*, long long*) [31]
[25]     0.0    0.00    0.00       4         void std::_Destroy_aux<true>::__destroy<long long*>(long long*, long long*) [25]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<long long, std::allocator<long long> >::~_Vector_base() [28]
[26]     0.0    0.00    0.00       4         std::_Vector_base<long long, std::allocator<long long> >::_Vector_impl::~_Vector_impl() [26]
                0.00    0.00       4/9           std::allocator<long long>::~allocator() [9]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<long long, std::allocator<long long> >::~_Vector_base() [28]
[27]     0.0    0.00    0.00       4         std::_Vector_base<long long, std::allocator<long long> >::_M_deallocate(long long*, unsigned long) [27]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<long long> >::deallocate(std::allocator<long long>&, long long*, unsigned long) [60]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<long long, std::allocator<long long> >::~vector() [30]
[28]     0.0    0.00    0.00       4         std::_Vector_base<long long, std::allocator<long long> >::~_Vector_base() [28]
                0.00    0.00       4/4           std::_Vector_base<long long, std::allocator<long long> >::_Vector_impl::~_Vector_impl() [26]
                0.00    0.00       4/4           std::_Vector_base<long long, std::allocator<long long> >::_M_deallocate(long long*, unsigned long) [27]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<Node>::allocator(std::allocator<Node> const&) [24]
[29]     0.0    0.00    0.00       4         std::__new_allocator<Node>::__new_allocator(std::__new_allocator<Node> const&) [29]
-----------------------------------------------
                0.00    0.00       1/4           main [6]
                0.00    0.00       1/4           SegTree::SegTree(std::vector<long long, std::allocator<long long> >&) [82]
                0.00    0.00       1/4           SegTree::~SegTree() [83]
                0.00    0.00       1/4           std::vector<long long, std::allocator<long long> >::_M_move_assign(std::vector<long long, std::allocator<long long> >&&, std::integral_constant<bool, true>) [127]
[30]     0.0    0.00    0.00       4         std::vector<long long, std::allocator<long long> >::~vector() [30]
                0.00    0.00       4/8           std::_Vector_base<long long, std::allocator<long long> >::_M_get_Tp_allocator() [11]
                0.00    0.00       4/4           void std::_Destroy<long long*, long long>(long long*, long long*, std::allocator<long long>&) [32]
                0.00    0.00       4/4           std::_Vector_base<long long, std::allocator<long long> >::~_Vector_base() [28]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<long long*, long long>(long long*, long long*, std::allocator<long long>&) [32]
[31]     0.0    0.00    0.00       4         void std::_Destroy<long long*>(long long*, long long*) [31]
                0.00    0.00       4/4           void std::_Destroy_aux<true>::__destroy<long long*>(long long*, long long*) [25]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<long long, std::allocator<long long> >::~vector() [30]
[32]     0.0    0.00    0.00       4         void std::_Destroy<long long*, long long>(long long*, long long*, std::allocator<long long>&) [32]
                0.00    0.00       4/4           void std::_Destroy<long long*>(long long*, long long*) [31]
-----------------------------------------------
                0.00    0.00       1/3           main [6]
                0.00    0.00       1/3           SegTree::SegTree(std::vector<long long, std::allocator<long long> >&) [82]
                0.00    0.00       1/3           std::_Vector_base<long long, std::allocator<long long> >::_Vector_impl::_Vector_impl() [100]
[33]     0.0    0.00    0.00       3         std::allocator<long long>::allocator() [33]
                0.00    0.00       3/3           std::__new_allocator<long long>::__new_allocator() [39]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<Node*>(Node*, Node*) [44]
[34]     0.0    0.00    0.00       3         void std::_Destroy_aux<true>::__destroy<Node*>(Node*, Node*) [34]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<Node, std::allocator<Node> >::~_Vector_base() [37]
[35]     0.0    0.00    0.00       3         std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl::~_Vector_impl() [35]
                0.00    0.00       3/6           std::allocator<Node>::~allocator() [14]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<Node, std::allocator<Node> >::~_Vector_base() [37]
[36]     0.0    0.00    0.00       3         std::_Vector_base<Node, std::allocator<Node> >::_M_deallocate(Node*, unsigned long) [36]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<Node> >::deallocate(std::allocator<Node>&, Node*, unsigned long) [113]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<Node, std::allocator<Node> >::~vector() [40]
[37]     0.0    0.00    0.00       3         std::_Vector_base<Node, std::allocator<Node> >::~_Vector_base() [37]
                0.00    0.00       3/3           std::_Vector_base<Node, std::allocator<Node> >::_M_deallocate(Node*, unsigned long) [36]
                0.00    0.00       3/3           std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl::~_Vector_impl() [35]
-----------------------------------------------
                0.00    0.00       1/3           std::_Vector_base<long long, std::allocator<long long> >::_Vector_base(std::allocator<long long> const&) [102]
                0.00    0.00       2/3           std::_Vector_base<long long, std::allocator<long long> >::_Vector_base(unsigned long, std::allocator<long long> const&) [56]
[38]     0.0    0.00    0.00       3         std::_Vector_base<long long, std::allocator<long long> >::_Vector_impl::_Vector_impl(std::allocator<long long> const&) [38]
                0.00    0.00       3/6           std::allocator<long long>::allocator(std::allocator<long long> const&) [15]
                0.00    0.00       3/6           std::_Vector_base<long long, std::allocator<long long> >::_Vector_impl_data::_Vector_impl_data() [19]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<long long>::allocator() [33]
[39]     0.0    0.00    0.00       3         std::__new_allocator<long long>::__new_allocator() [39]
-----------------------------------------------
                0.00    0.00       1/3           SegTree::SegTree(std::vector<long long, std::allocator<long long> >&) [82]
                0.00    0.00       1/3           SegTree::~SegTree() [83]
                0.00    0.00       1/3           std::vector<Node, std::allocator<Node> >::_M_move_assign(std::vector<Node, std::allocator<Node> >&&, std::integral_constant<bool, true>) [120]
[40]     0.0    0.00    0.00       3         std::vector<Node, std::allocator<Node> >::~vector() [40]
                0.00    0.00       3/6           std::_Vector_base<Node, std::allocator<Node> >::_M_get_Tp_allocator() [17]
                0.00    0.00       3/3           std::_Vector_base<Node, std::allocator<Node> >::~_Vector_base() [37]
                0.00    0.00       3/3           void std::_Destroy<Node*, Node>(Node*, Node*, std::allocator<Node>&) [45]
-----------------------------------------------
                0.00    0.00       1/3           Node* std::fill_n<Node*, unsigned long, Node>(Node*, unsigned long, Node const&) [147]
                0.00    0.00       2/3           long long* std::fill_n<long long*, unsigned long, long long>(long long*, unsigned long, long long const&) [76]
[41]     0.0    0.00    0.00       3         std::__size_to_integer(unsigned long) [41]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<Node, std::allocator<Node> >::_S_max_size(std::allocator<Node> const&) [119]
                0.00    0.00       2/3           std::vector<long long, std::allocator<long long> >::_S_max_size(std::allocator<long long> const&) [64]
[42]     0.0    0.00    0.00       3         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [42]
-----------------------------------------------
                0.00    0.00       1/3           std::function<void (long long, long long, long long)>::function<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}, void>(SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}&&) [131]
                0.00    0.00       1/3           void std::_Function_base::_Base_manager<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}>::_M_init_functor<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}>(std::_Any_data&, SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}&&) [106]
                0.00    0.00       1/3           void std::_Function_base::_Base_manager<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}>::_M_create<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}>(std::_Any_data&, SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}&&, std::integral_constant<bool, false>) [108]
[43]     0.0    0.00    0.00       3         SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}&& std::forward<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}>(std::remove_reference<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}>::type&) [43]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<Node*, Node>(Node*, Node*, std::allocator<Node>&) [45]
[44]     0.0    0.00    0.00       3         void std::_Destroy<Node*>(Node*, Node*) [44]
                0.00    0.00       3/3           void std::_Destroy_aux<true>::__destroy<Node*>(Node*, Node*) [34]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<Node, std::allocator<Node> >::~vector() [40]
[45]     0.0    0.00    0.00       3         void std::_Destroy<Node*, Node>(Node*, Node*, std::allocator<Node>&) [45]
                0.00    0.00       3/3           void std::_Destroy<Node*>(Node*, Node*) [44]
-----------------------------------------------
                0.00    0.00       1/3           void std::_Construct<Node>(Node*) [133]
                0.00    0.00       2/3           void std::_Construct<long long>(long long*) [70]
[46]     0.0    0.00    0.00       3         operator new(unsigned long, void*) [46]
-----------------------------------------------
                0.00    0.00       2/2           SegTree::pushdn(long long) [81]
[47]     0.0    0.00    0.00       2         SegTree::apply(long long, long long) [47]
                0.00    0.00       6/8           std::vector<Node, std::allocator<Node> >::operator[](unsigned long) [12]
                0.00    0.00       2/7           std::vector<long long, std::allocator<long long> >::operator[](unsigned long) [13]
-----------------------------------------------
                0.00    0.00       1/2           std::__new_allocator<Node>::max_size() const [89]
                0.00    0.00       1/2           std::__new_allocator<Node>::allocate(unsigned long, void const*) [112]
[48]     0.0    0.00    0.00       2         std::__new_allocator<Node>::_M_max_size() const [48]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<long long> >::max_size(std::allocator<long long> const&) [62]
[49]     0.0    0.00    0.00       2         std::__new_allocator<long long>::max_size() const [49]
                0.00    0.00       2/4           std::__new_allocator<long long>::_M_max_size() const [23]
-----------------------------------------------
                0.00    0.00       1/2           SegTree::SegTree(std::vector<long long, std::allocator<long long> >&) [82]
                0.00    0.00       1/2           std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl::_Vector_impl() [95]
[50]     0.0    0.00    0.00       2         std::allocator<Node>::allocator() [50]
                0.00    0.00       2/2           std::__new_allocator<Node>::__new_allocator() [57]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<Node, std::allocator<Node> >::_Vector_base(unsigned long, std::allocator<Node> const&) [97]
                0.00    0.00       1/2           std::_Vector_base<Node, std::allocator<Node> >::_Vector_base(std::allocator<Node> const&) [98]
[51]     0.0    0.00    0.00       2         std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl::_Vector_impl(std::allocator<Node> const&) [51]
                0.00    0.00       2/4           std::allocator<Node>::allocator(std::allocator<Node> const&) [24]
                0.00    0.00       2/5           std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl_data::_Vector_impl_data() [22]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Node, std::allocator<Node> >::_M_move_assign(std::vector<Node, std::allocator<Node> >&&, std::integral_constant<bool, true>) [120]
[52]     0.0    0.00    0.00       2         std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl_data&) [52]
                0.00    0.00       6/6           std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl_data const&) [16]
                0.00    0.00       2/5           std::_Vector_base<Node, std::allocator<Node> >::_Vector_impl_data::_Vector_impl_data() [22]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<long long, std::allocator<long long> >::_M_create_storage(unsigned long) [54]
[53]     0.0    0.00    0.00       2         std::_Vector_base<long long, std::allocator<long long> >::_M_allocate(unsigned long) [53]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<long long> >::allocate(std::allocator<long long>&, unsigned long) [61]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<long long, std::allocator<long long> >::_Vector_base(unsigned long, std::allocator<long long> const&) [56]
[54]     0.0    0.00    0.00       2         std::_Vector_base<long long, std::allocator<long long> >::_M_create_storage(unsigned long) [54]
                0.00    0.00       2/2           std::_Vector_base<long long, std::allocator<long long> >::_M_allocate(unsigned long) [53]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<long long, std::allocator<long long> >::_M_move_assign(std::vector<long long, std::allocator<long long> >&&, std::integral_constant<bool, true>) [127]
[55]     0.0    0.00    0.00       2         std::_Vector_base<long long, std::allocator<long long> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<long long, std::allocator<long long> >::_Vector_impl_data&) [55]
                0.00    0.00       6/6           std::_Vector_base<long long, std::allocator<long long> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<long long, std::allocator<long long> >::_Vector_impl_data const&) [18]
                0.00    0.00       2/6           std::_Vector_base<long long, std::allocator<long long> >::_Vector_impl_data::_Vector_impl_data() [19]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<long long, std::allocator<long long> >::vector(unsigned long, std::allocator<long long> const&) [67]
[56]     0.0    0.00    0.00       2         std::_Vector_base<long long, std::allocator<long long> >::_Vector_base(unsigned long, std::allocator<long long> const&) [56]
                0.00    0.00       2/3           std::_Vector_base<long long, std::allocator<long long> >::_Vector_impl::_Vector_impl(std::allocator<long long> const&) [38]
                0.00    0.00       2/2           std::_Vector_base<long long, std::allocator<long long> >::_M_create_storage(unsigned long) [54]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<Node>::allocator() [50]
[57]     0.0    0.00    0.00       2         std::__new_allocator<Node>::__new_allocator() [57]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<long long> >::deallocate(std::allocator<long long>&, long long*, unsigned long) [60]
[58]     0.0    0.00    0.00       2         std::__new_allocator<long long>::deallocate(long long*, unsigned long) [58]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<long long> >::allocate(std::allocator<long long>&, unsigned long) [61]
[59]     0.0    0.00    0.00       2         std::__new_allocator<long long>::allocate(unsigned long, void const*) [59]
                0.00    0.00       2/4           std::__new_allocator<long long>::_M_max_size() const [23]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<long long, std::allocator<long long> >::_M_deallocate(long long*, unsigned long) [27]
[60]     0.0    0.00    0.00       2         std::allocator_traits<std::allocator<long long> >::deallocate(std::allocator<long long>&, long long*, unsigned long) [60]
                0.00    0.00       2/2           std::__new_allocator<long long>::deallocate(long long*, unsigned long) [58]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<long long, std::allocator<long long> >::_M_allocate(unsigned long) [53]
[61]     0.0    0.00    0.00       2         std::allocator_traits<std::allocator<long long> >::allocate(std::allocator<long long>&, unsigned long) [61]
                0.00    0.00       2/2           std::__new_allocator<long long>::allocate(unsigned long, void const*) [59]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<long long, std::allocator<long long> >::_S_max_size(std::allocator<long long> const&) [64]
[62]     0.0    0.00    0.00       2         std::allocator_traits<std::allocator<long long> >::max_size(std::allocator<long long> const&) [62]
                0.00    0.00       2/2           std::__new_allocator<long long>::max_size() const [49]
-----------------------------------------------
                0.00    0.00       2/2           long long* std::__uninitialized_default_n<long long*, unsigned long>(long long*, unsigned long) [74]
[63]     0.0    0.00    0.00       2         long long* std::__uninitialized_default_n_1<true>::__uninit_default_n<long long*, unsigned long>(long long*, unsigned long) [63]
                0.00    0.00       2/2           long long* std::__addressof<long long>(long long&) [72]
                0.00    0.00       2/2           void std::_Construct<long long>(long long*) [70]
                0.00    0.00       2/2           long long* std::fill_n<long long*, unsigned long, long long>(long long*, unsigned long, long long const&) [76]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<long long, std::allocator<long long> >::_S_check_init_len(unsigned long, std::allocator<long long> const&) [65]
[64]     0.0    0.00    0.00       2         std::vector<long long, std::allocator<long long> >::_S_max_size(std::allocator<long long> const&) [64]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<long long> >::max_size(std::allocator<long long> const&) [62]
                0.00    0.00       2/3           unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [42]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<long long, std::allocator<long long> >::vector(unsigned long, std::allocator<long long> const&) [67]
[65]     0.0    0.00    0.00       2         std::vector<long long, std::allocator<long long> >::_S_check_init_len(unsigned long, std::allocator<long long> const&) [65]
                0.00    0.00       2/6           std::allocator<long long>::allocator(std::allocator<long long> const&) [15]
                0.00    0.00       2/2           std::vector<long long, std::allocator<long long> >::_S_max_size(std::allocator<long long> const&) [64]
                0.00    0.00       2/9           std::allocator<long long>::~allocator() [9]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<long long, std::allocator<long long> >::vector(unsigned long, std::allocator<long long> const&) [67]
[66]     0.0    0.00    0.00       2         std::vector<long long, std::allocator<long long> >::_M_default_initialize(unsigned long) [66]
                0.00    0.00       2/8           std::_Vector_base<long long, std::allocator<long long> >::_M_get_Tp_allocator() [11]
                0.00    0.00       2/2           long long* std::__uninitialized_default_n_a<long long*, unsigned long, long long>(long long*, unsigned long, std::allocator<long long>&) [75]
-----------------------------------------------
                0.00    0.00       1/2           main [6]
                0.00    0.00       1/2           SegTree::SegTree(std::vector<long long, std::allocator<long long> >&) [82]
[67]     0.0    0.00    0.00       2         std::vector<long long, std::allocator<long long> >::vector(unsigned long, std::allocator<long long> const&) [67]
                0.00    0.00       2/2           std::vector<long long, std::allocator<long long> >::_S_check_init_len(unsigned long, std::allocator<long long> const&) [65]
                0.00    0.00       2/2           std::_Vector_base<long long, std::allocator<long long> >::_Vector_base(unsigned long, std::allocator<long long> const&) [56]
                0.00    0.00       2/2           std::vector<long long, std::allocator<long long> >::_M_default_initialize(unsigned long) [66]
-----------------------------------------------
                0.00    0.00       2/2           SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}*& std::_Any_data::_M_access<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}*>() [69]
[68]     0.0    0.00    0.00       2         std::_Any_data::_M_access() [68]
-----------------------------------------------
                0.00    0.00       1/2           void std::_Function_base::_Base_manager<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}>::_M_create<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}>(std::_Any_data&, SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}&&, std::integral_constant<bool, false>) [108]
                0.00    0.00       1/2           std::_Function_base::_Base_manager<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}>::_M_destroy(std::_Any_data&, std::integral_constant<bool, false>) [103]
[69]     0.0    0.00    0.00       2         SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}*& std::_Any_data::_M_access<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}*>() [69]
                0.00    0.00       2/2           std::_Any_data::_M_access() [68]
-----------------------------------------------
                0.00    0.00       2/2           long long* std::__uninitialized_default_n_1<true>::__uninit_default_n<long long*, unsigned long>(long long*, unsigned long) [63]
[70]     0.0    0.00    0.00       2         void std::_Construct<long long>(long long*) [70]
                0.00    0.00       2/3           operator new(unsigned long, void*) [46]
-----------------------------------------------
                0.00    0.00       2/2           long long* std::fill_n<long long*, unsigned long, long long>(long long*, unsigned long, long long const&) [76]
[71]     0.0    0.00    0.00       2         long long* std::__fill_n_a<long long*, unsigned long, long long>(long long*, unsigned long, long long const&, std::random_access_iterator_tag) [71]
                0.00    0.00       1/1           void std::__fill_a<long long*, long long>(long long*, long long*, long long const&) [149]
-----------------------------------------------
                0.00    0.00       2/2           long long* std::__uninitialized_default_n_1<true>::__uninit_default_n<long long*, unsigned long>(long long*, unsigned long) [63]
[72]     0.0    0.00    0.00       2         long long* std::__addressof<long long>(long long&) [72]
-----------------------------------------------
                0.00    0.00       2/2           long long* std::fill_n<long long*, unsigned long, long long>(long long*, unsigned long, long long const&) [76]
[73]     0.0    0.00    0.00       2         std::iterator_traits<long long*>::iterator_category std::__iterator_category<long long*>(long long* const&) [73]
-----------------------------------------------
                0.00    0.00       2/2           long long* std::__uninitialized_default_n_a<long long*, unsigned long, long long>(long long*, unsigned long, std::allocator<long long>&) [75]
[74]     0.0    0.00    0.00       2         long long* std::__uninitialized_default_n<long long*, unsigned long>(long long*, unsigned long) [74]
                0.00    0.00       2/2           long long* std::__uninitialized_default_n_1<true>::__uninit_default_n<long long*, unsigned long>(long long*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<long long, std::allocator<long long> >::_M_default_initialize(unsigned long) [66]
[75]     0.0    0.00    0.00       2         long long* std::__uninitialized_default_n_a<long long*, unsigned long, long long>(long long*, unsigned long, std::allocator<long long>&) [75]
                0.00    0.00       2/2           long long* std::__uninitialized_default_n<long long*, unsigned long>(long long*, unsigned long) [74]
-----------------------------------------------
                0.00    0.00       2/2           long long* std::__uninitialized_default_n_1<true>::__uninit_default_n<long long*, unsigned long>(long long*, unsigned long) [63]
[76]     0.0    0.00    0.00       2         long long* std::fill_n<long long*, unsigned long, long long>(long long*, unsigned long, long long const&) [76]
                0.00    0.00       2/2           std::iterator_traits<long long*>::iterator_category std::__iterator_category<long long*>(long long* const&) [73]
                0.00    0.00       2/3           std::__size_to_integer(unsigned long) [41]
                0.00    0.00       2/2           long long* std::__fill_n_a<long long*, unsigned long, long long>(long long*, unsigned long, long long const&, std::random_access_iterator_tag) [71]
-----------------------------------------------
                0.00    0.00       1/2           std::enable_if<is_invocable_r_v<void, SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}&, long long, long long, long long>, void>::type std::__invoke_r<void, SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}&, long long, long long, long long>(SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}&, long long&&, long long&&, long long&&) [135]
                0.00    0.00       1/2           void std::__invoke_impl<void, SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}&, long long, long long, long long>(std::__invoke_other, SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}&, long long&&, long long&&, long long&&) [137]
[77]     0.0    0.00    0.00       2         SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}& std::forward<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}&>(std::remove_reference<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}&>::type&) [77]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Zpl4NodeS_ [153]
[78]     0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [78]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[79]     0.0    0.00    0.00       1         SegTree::sum(long long, long long) [79]
                0.00    0.00       1/1           SegTree::_sum(long long, long long, long long, long long, long long) [80]
-----------------------------------------------
                0.00    0.00       1/1           SegTree::sum(long long, long long) [79]
[80]     0.0    0.00    0.00       1         SegTree::_sum(long long, long long, long long, long long, long long) [80]
                0.00    0.00       1/1           SegTree::pushdn(long long) [81]
-----------------------------------------------
                0.00    0.00       1/1           SegTree::_sum(long long, long long, long long, long long, long long) [80]
[81]     0.0    0.00    0.00       1         SegTree::pushdn(long long) [81]
                0.00    0.00       3/7           std::vector<long long, std::allocator<long long> >::operator[](unsigned long) [13]
                0.00    0.00       2/2           SegTree::apply(long long, long long) [47]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[82]     0.0    0.00    0.00       1         SegTree::SegTree(std::vector<long long, std::allocator<long long> >&) [82]
                0.00    0.00       1/1           std::vector<Node, std::allocator<Node> >::vector() [125]
                0.00    0.00       1/1           std::vector<long long, std::allocator<long long> >::vector() [129]
                0.00    0.00       1/1           std::function<void (long long, long long, long long)>::function<SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}, void>(SegTree::SegTree(std::vector<long long, std::allocator<long long> >&)::{lambda(long long, long long, long long)#1}&&) [131]
                0.00    0.00       1/1           std::vector<long long, std::allocator<long long> >::size() const [90]
                0.00    0.00       1/3           std::allocator<long long>::allocator() [33]
                0.00    0.00       1/2           std::vector<long long, std::allocator<long long> >::vector(unsigned long, std::allocator<long long> const&) [67]
                0.00    0.00       1/1           std::vector<long long, std::allocator<long long> >::operator=(std::vector<long long, std::allocator<long long> >&&) [130]
                0.00    0.00       1/4           std::vector<long long, std::allocator<long long> >::~vector() [30]
                0.00    0.00       1/2           std::allocator<Node>::allocator() [50]
                0.00    0.00       1/9           std::allocator<long long>::~allocator() [9]
                0.00    0.00       1/1           std::vector<Node, std::allocator<Node> >::vector(unsigned long, std::allocator<Node> const&) [124]
                0.00    0.00       1/1           std::vector<Node, std::allocator<Node> >::operator=(std::vector<Node, std::allocator<Node> >&&) [126]
                0.00    0.00       1/3           std::vector<Node, std::allocator<Node> >::~vector() [40]
                0.00    0.00       1/6           std::allocator<Node>::~allocator() [14]
                0.00    0.00       1/1           std::function<void (long long, long long, long long)>::operator()(long long, long long, long long) const [91]
